country,subnational1,subnational2,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e
Malaysia,Trengganu,Kemaman,0,251261,25972938,103,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kemaman,10,223616,25931930,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kemaman,15,222450,25875422,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kemaman,20,221667,25835969,117,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kemaman,25,221131,25809157,117,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kemaman,30,220170,25760275,117,1432953,834331,598621,682227,523979,332995,888803,951301,1707719,751033,2130735,3114732,2957901,1631856,1118013,992961,1212558,1924807,2871203,1921486,1252142,1862625,875706,1012856,1012700,1227575
Malaysia,Trengganu,Kemaman,50,215408,25472008,118,1419874,805560,614313,677443,519171,331318,882841,944865,1702200,748224,2121538,3108657,2951880,1628766,1114520,986748,1191367,1900394,2835043,1898892,1228292,1827618,856135,988988,1000799,1211396
Malaysia,Trengganu,Kemaman,75,193713,23834332,123,1315562,683145,632417,643139,484100,312962,814594,878677,1623682,718346,2017172,3028345,2890451,1594694,1075353,926819,1060336,1722833,2565634,1711520,1073848,1555942,724232,826845,908983,1099415
Malaysia,Trengganu,Kuala Terengganu,0,56862,3394072,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kuala Terengganu,10,38159,3373895,88,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kuala Terengganu,15,37344,3337644,89,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kuala Terengganu,20,36873,3315992,90,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kuala Terengganu,25,36516,3299727,90,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Kuala Terengganu,30,35770,3263912,91,353461,230496,122965,147316,201126,14567,605282,542304,107500,261821,136087,130035,540993,255260,236134,241156,432403,443543,1196287,443618,243738,292651,246110,522759,533960,354956
Malaysia,Trengganu,Kuala Terengganu,50,33042,3119487,94,347699,210887,136812,146607,199411,14411,602664,540007,107174,259923,135225,129105,539718,254273,230644,234732,411720,433948,1169210,434554,237479,287977,239253,515599,527275,346163
Malaysia,Trengganu,Kuala Terengganu,75,25963,2662600,103,318308,160739,157569,142208,188494,14013,588233,518686,101357,237648,128165,122483,529827,249491,200070,203348,335714,389734,1054619,389868,205815,241917,205321,473805,494429,305828
Malaysia,Trengganu,Marang,0,66292,4992961,75,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Marang,10,51833,4967438,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Marang,15,51183,4936646,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Marang,20,50809,4918138,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Marang,25,50520,4904066,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Marang,30,49895,4872185,98,511706,307852,203854,179526,394173,160337,1083286,203239,168093,568067,252778,213241,251241,199462,400694,261377,857750,621733,873617,727120,1058905,1134597,384580,640131,570866,564423
Malaysia,Trengganu,Marang,50,47510,4730264,100,503867,291410,212457,178799,393517,159346,1080416,201716,166878,566211,250696,211601,249955,198334,397181,253846,836592,614559,848156,708968,1043730,1123609,371397,626478,559103,547857
Malaysia,Trengganu,Marang,75,39117,4121634,105,458864,234654,224210,171823,381286,149748,1064213,187401,157210,544702,239325,197441,237834,188865,371609,210643,727789,544877,728685,620472,935468,1057017,312547,562001,488113,474804
Malaysia,Trengganu,Setiu,0,139918,12972988,93,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Setiu,10,118010,12936477,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Setiu,15,117032,12891151,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Setiu,20,116502,12864753,110,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Setiu,25,116102,12845506,111,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Trengganu,Setiu,30,115377,12808705,111,1269125,613146,655979,551960,609925,239423,1024337,1886378,385848,988930,1467985,1801554,1912730,760500,2345185,1306419,2406155,1401790,2111577,1599431,1494159,1156891,1092402,809080,973423,863792
Malaysia,Trengganu,Setiu,50,111891,12606668,113,1254987,587159,667829,545290,606991,238593,1020212,1883600,384742,986637,1462631,1797300,1908319,757154,2337000,1296876,2377108,1388884,2074157,1577572,1467963,1131427,1056466,784134,943597,838057
Malaysia,Trengganu,Setiu,75,99785,11757935,118,1173874,496895,676979,516416,581987,230265,981568,1858278,375513,958160,1430869,1761828,1866056,735792,2272317,1237956,2220047,1314918,1902471,1436606,1311091,976546,873638,656098,784004,716676
